pkgconfig(xcb-renderutil),xcb-util-renderutil-devel-0.3.9-2.fc21.x86_64
CGSI-gSOAP-devel,CGSI-gSOAP-devel-1.3.6-7.fc21.x86_64
perl(LWP::Protocol),perl-libwww-perl-6.07-1.fc21.noarch
python-blinker,python-blinker-1.3-3.fc21.noarch
serd-devel,serd-devel-0.20.0-1.fc21.x86_64
pkgconfig(libvirt-gconfig-1.0),libvirt-gconfig-devel-0.1.9-1.fc21.x86_64
pkgconfig(libvirt-gobject-1.0),libvirt-gobject-devel-0.1.9-1.fc21.x86_64
spice-gtk3-vala,spice-gtk3-vala-0.25-6.fc21.x86_64
libosinfo-vala,libosinfo-vala-0.2.11-2.fc21.x86_64
pkgconfig(gtk-vnc-2.0),gtk-vnc2-devel-0.5.3-4.fc21.x86_64
gap-devel,gap-devel-4.7.5-3.fc21.x86_64
php-composer(mikey179/vfsStream),php-mikey179-vfsstream-1.4.0-1.fc21.noarch
ghc-blaze-builder-enumerator-devel,ghc-blaze-builder-enumerator-devel-0.2.0.5-6.fc21.x86_64
ghc-unix-compat-devel,ghc-unix-compat-devel-0.4.1.1-4.fc21.x86_64
ghc-MonadCatchIO-transformers-devel,ghc-MonadCatchIO-transformers-devel-0.3.0.0-9.fc21.x86_64
ghc-zlib-enum-devel,ghc-zlib-enum-devel-0.2.3-7.fc21.x86_64
ghc-network-conduit-devel,ghc-network-conduit-devel-1.0.4-4.fc21.x86_64
ghc-simple-sendfile-devel,ghc-simple-sendfile-devel-0.2.11-6.fc21.x86_64
antlr3,1:antlr3-tool-3.5.2-2.fc21.noarch
ant-antlr3,ant-antlr3-20110110-9.fc21.noarch
rubygem-highline,rubygem-highline-1.6.21-1.fc21.noarch
rubygem-sinatra,1:rubygem-sinatra-1.4.5-1.fc21.noarch
rubygem-rack-test,rubygem-rack-test-0.6.2-5.fc21.noarch
rubygem-rack-protection,rubygem-rack-protection-1.5.0-3.fc21.noarch
rubygem-multi_json,rubygem-multi_json-1.8.4-2.fc21.noarch
rubygem-bundler,rubygem-bundler-1.7.3-1.fc21.noarch
rubygem-json,rubygem-json-1.8.1-23.fc21.x86_64
rubygem-rack,1:rubygem-rack-1.5.2-3.fc21.noarch
rubygem-eventmachine,rubygem-eventmachine-1.0.3-4.fc21.x86_64
rubygem-tilt,rubygem-tilt-1.4.1-1.fc21.noarch
perl(MP3::Info),perl-MP3-Info-1.24-13.fc21.noarch
rubygem(session),rubygem-session-3.1.0-9.fc21.noarch
maven-shared-osgi,1:maven-osgi-0.2.0-8.fc21.noarch
pacemaker-libs-devel,pacemaker-libs-devel-1.1.11-1.fc21.2.x86_64
python3-astropy,python3-astropy-0.4.2-1.fc21.x86_64
python-matplotlib-tk,python-matplotlib-tk-1.3.1-7.fc21.x86_64
python3-matplotlib-tk,python3-matplotlib-tk-1.3.1-7.fc21.x86_64
python-astropy,python-astropy-0.4.2-1.fc21.x86_64
pkgconfig(cinnamon-desktop),cinnamon-desktop-devel-2.4.0-0.2.git5194ced.fc21.x86_64
ldns-devel,ldns-devel-1.6.17-8.fc21.x86_64
libatf-c++-devel,libatf-c++-devel-0.20-3.fc21.x86_64
python-cinderclient,python-cinderclient-1.0.9-2.fc21.noarch
python-django-appconf,python-django-appconf-0.6-3.fc21.noarch
python-neutronclient,python-neutronclient-2.3.4-4.fc21.noarch
python-django-openstack-auth,python-django-openstack-auth-1.1.5-3.fc21.noarch
python-novaclient,1:python-novaclient-2.17.0-3.fc21.noarch
python-troveclient,python-troveclient-1.0.5-1.fc21.noarch
python-heatclient,python-heatclient-0.2.12-1.fc21.noarch
python-mox,python-mox-0.5.3-8.fc21.noarch
python-glanceclient,1:python-glanceclient-0.12.0-2.fc21.noarch
python-swiftclient,python-swiftclient-2.1.0-3.fc21.noarch
python-keystoneclient,1:python-keystoneclient-0.9.0-2.fc21.noarch
python-django-nose,python-django-nose-1.2-2.fc21.noarch
python-django-compressor,python-django-compressor-1.4-2.fc21.noarch
python-kombu,1:python-kombu-3.0.20-1.fc21.noarch
python-oslo-config,1:python-oslo-config-1.2.1-2.fc21.noarch
python-ceilometerclient,python-ceilometerclient-1.0.10-2.fc21.noarch
pkgconfig(TelepathyLoggerQt4),telepathy-logger-qt-devel-0.8.0-4.fc21.x86_64
libkpeople-devel,libkpeople-devel-0.3.0-1.fc21.x86_64
pkgconfig(TelepathyQt4),telepathy-qt4-devel-0.9.5-2.fc21.x86_64
python-pytest-cov,python-pytest-cov-1.6-3.fc21.noarch
python3-pytest-cov,python3-pytest-cov-1.6-3.fc21.noarch
php-mysqlnd,php-mysqlnd-5.6.1-1.fc21.x86_64
ktp-common-internals-devel,ktp-common-internals-devel-0.8.80-1.fc21.x86_64
perl(System::Command),perl-System-Command-1.100-4.fc21.noarch
pkgconfig(telepathy-logger-0.2),telepathy-logger-devel-0.8.0-7.fc21.x86_64
pkgconfig(QtGLib-2.0),qt-gstreamer-devel-1.2.0-2.fc21.x86_64
codemodel,codemodel-2.6-15.fc21.noarch
maven-shared-file-management,1:maven-file-management-1.2.1-10.fc21.noarch
mingw32-gtk2,mingw32-gtk2-2.24.24-2.fc21.noarch
mingw64-gtk2,mingw64-gtk2-2.24.24-2.fc21.noarch
mingw32-gstreamer,mingw32-gstreamer-0.10.36-7.fc21.noarch
mingw64-gstreamer,mingw64-gstreamer-0.10.36-7.fc21.noarch
mingw32-libvorbis,mingw32-libvorbis-1.3.4-2.fc21.noarch
mingw64-libvorbis,mingw64-libvorbis-1.3.4-2.fc21.noarch
perl(Glib::Install::Files),perl-Glib-1.305-2.fc21.x86_64
mvn(org.apache.commons:commons-fileupload),apache-commons-fileupload-1.3.1-4.fc21.noarch
osgi(org.jfree.jfreechart),jfreechart-1.0.19-2.fc21.noarch
osgi(org.apache.commons.codec),apache-commons-codec-1.9-4.fc21.noarch
osgi(org.apache.commons.logging),apache-commons-logging-1.1.3-14.fc21.noarch
mvn(org.apache.commons:commons-beanutils),apache-commons-beanutils-1.9.2-1.fc21.noarch
osgi(org.apache.httpcomponents.httpcore),httpcomponents-core-4.3.2-3.fc21.noarch
mvn(org.apache.lucene:lucene-core),lucene-4.8.1-3.fc21.noarch
mvn(org.jfree:jfreechart),jfreechart-1.0.19-2.fc21.noarch
xmvn,xmvn-2.0.1-1.fc21.noarch
osgi(org.jfree.jcommon),jcommon-1.0.23-1.fc21.noarch
mvn(com.google.code.gson:gson),google-gson-2.2.4-6.fc21.noarch
osgi(org.apache.httpcomponents.httpmime),httpcomponents-client-4.3.5-1.fc21.noarch
osgi(org.mongodb.mongo-java-driver),mongo-java-driver-2.11.3-4.fc21.noarch
mvn(io.netty:netty:3.6.6),netty3-3.6.6-4.fc21.noarch
osgi(org.jboss.netty),netty3-3.6.6-4.fc21.noarch
osgi(org.apache.commons.beanutils),apache-commons-beanutils-1.9.2-1.fc21.noarch
osgi(org.apache.httpcomponents.httpclient),httpcomponents-client-4.3.5-1.fc21.noarch
mvn(org.apache.commons:commons-cli),apache-commons-cli-1.2-13.fc21.noarch
mvn(org.apache.lucene:lucene-analyzers),lucene-analysis-4.8.1-3.fc21.noarch
osgi(com.google.gson),google-gson-2.2.4-6.fc21.noarch
is-interface-devel,is-interface-devel-1.15.0-3.fc21.x86_64
omniORB-devel,omniORB-devel-4.2.0-3.fc21.x86_64
ehcache-parent,ehcache-parent-2.3-8.fc21.noarch
pkgconfig(libpqxx),1:libpqxx-devel-4.0.1-2.fc21.x86_64
pkgconfig(GraphicsMagick),GraphicsMagick-devel-1.3.20-1.fc21.x86_64
pkgconfig(OpenColorIO),OpenColorIO-devel-1.0.9-5.fc21.x86_64
scl-utils-build,scl-utils-build-20140815-1.fc21.x86_64
xmvn-resolve,xmvn-resolve-2.0.1-1.fc21.noarch
stax2-api,stax2-api-3.1.1-9.fc21.noarch
jsr-311,jsr-311-1.1.1-9.fc21.noarch
libverto-jsonrpc-devel,libverto-jsonrpc-devel-0.1.0-9.fc21.x86_64
clalsadrv-devel,clalsadrv-devel-2.0.0-9.fc21.x86_64
php-channel(pear.horde.org),php-channel-horde-1.0-5.fc21.noarch
pyPdf,pyPdf-1.13-7.fc21.noarch
libreoffice-calc,1:libreoffice-calc-4.3.2.2-5.fc21.x86_64
libreoffice-headless,1:libreoffice-headless-4.3.2.2-5.fc21.x86_64
libreoffice-writer,1:libreoffice-writer-4.3.2.2-5.fc21.x86_64
/usr/bin/ooffice,1:libreoffice-core-4.3.2.2-5.fc21.x86_64
maven-plugin-descriptor,maven-plugin-descriptor-2.2.1-49.fc21.noarch
perl(Config::Model::TkUI),perl-Config-Model-TkUI-1.322-10.fc21.noarch
php-embedded,php-embedded-5.6.1-1.fc21.x86_64
libgo-devel,libgo-devel-4.9.1-11.fc21.x86_64
python-greenlet-devel,python-greenlet-devel-0.4.2-1.fc21.x86_64
gcc-go,gcc-go-4.9.1-11.fc21.x86_64
perl-Coro,perl-Coro-6.39-3.fc21.x86_64
libmongodb-devel,libmongodb-devel-2.4.9-8.fc21.x86_64
maven-enforcer,maven-enforcer-1.3.1-2.fc21.noarch
relaxngcc,relaxngcc-1.12-6.fc20.noarch
opensaml-java-parent,opensaml-java-parent-4-8.fc21.noarch
plexus-pom,plexus-pom-3.3.1-8.fc21.noarch
opensaml-java,opensaml-java-2.5.3-7.fc21.noarch
mvn(org.bouncycastle:bcprov-jdk15on),bouncycastle-1.50-4.fc21.noarch
perl(Tk::Optionmenu),perl-Tk-804.031-7.fc21.x86_64
perl(Tk::Photo),perl-Tk-804.031-7.fc21.x86_64
perl(Tk::DirTree),perl-Tk-804.031-7.fc21.x86_64
perl(Tk::CmdLine),perl-Tk-804.031-7.fc21.x86_64
perl(Tk::FileSelect),perl-Tk-804.031-7.fc21.x86_64
perl(Tk::Tiler),perl-Tk-804.031-7.fc21.x86_64
perl(Tk::Pixmap),perl-Tk-804.031-7.fc21.x86_64
perl(Tk::Font),perl-Tk-804.031-7.fc21.x86_64
mingw32-headers,mingw32-headers-3.9.999-0.1.trunk.git.b08afb.20140912.fc21.noarch
mingw64-headers,mingw64-headers-3.9.999-0.1.trunk.git.b08afb.20140912.fc21.noarch
perl(Tk::CursorControl),perl-Tk-CursorControl-0.4-8.fc21.noarch
perl(Tk::widgets),perl-Tk-804.031-7.fc21.x86_64
perl(Tk::Balloon),perl-Tk-804.031-7.fc21.x86_64
pkgconfig(fribidi),fribidi-devel-0.19.6-3.fc21.x86_64
perl(Tk::Entry),perl-Tk-804.031-7.fc21.x86_64
ghc-unix-time-devel,ghc-unix-time-devel-0.2.2-3.fc21.x86_64
jgroups212,jgroups212-2.12.3-8.fc21.noarch
quartz,quartz-2.1.7-11.fc21.noarch
geronimo-interceptor,geronimo-interceptor-1.0.1-13.fc21.noarch
jetty,jetty-9.2.1-1.fc21.noarch
jutils-javadoc,jutils-javadoc-1.0.1-11.20110719svn.fc21.noarch
jutils,jutils-1.0.1-11.20110719svn.fc21.noarch
perl(Syntax::Keyword::Junction),perl-Syntax-Keyword-Junction-0.003008-1.fc21.noarch
perl(TAP::SimpleOutput),perl-TAP-SimpleOutput-0.002-2.fc21.noarch
perl(Moose::Deprecated),perl-Moose-2.1005-3.fc21.x86_64
php-iconv,php-common-5.6.1-1.fc21.x86_64
php-pecl-raphf-devel,php-pecl-raphf-devel-1.0.4-5.fc21.x86_64
php-spl,php-common-5.6.1-1.fc21.x86_64
php-pecl-propro-devel,php-pecl-propro-devel-1.0.0-5.fc21.x86_64
php-hash,php-common-5.6.1-1.fc21.x86_64
jcommon,jcommon-1.0.23-1.fc21.noarch
hibernate,hibernate-4.3.5-2.fc21.noarch
pkgconfig(m17n-shell),m17n-lib-devel-1.6.4-13.fc21.x86_64
pkgconfig(icu-io),libicu-devel-52.1-4.fc21.x86_64
rngom,rngom-201103-0.10.20120119svn.fc21.noarch
xsom,xsom-0-12.20110809svn.fc21.noarch
farstream02-devel,farstream02-devel-0.2.4-4.fc21.x86_64
ghc-transformers-base-devel,ghc-transformers-base-devel-0.4.1-11.fc21.x86_64
ghc-monad-control-devel,ghc-monad-control-devel-0.3.2.1-4.fc21.x86_64
ghc-base-unicode-symbols-devel,ghc-base-unicode-symbols-devel-0.2.2.4-6.fc21.x86_64
ghc-mmorph-devel,ghc-mmorph-devel-1.0.0-4.fc21.x86_64
sratom-devel,sratom-devel-0.4.6-2.fc21.x86_64
mingw32-crt,mingw32-crt-3.9.999-0.1.trunk.git.b08afb.20140912.fc21.noarch
cloog-ppl,1:cloog-ppl-0.15.11-10.fc21.x86_64
libgomp,libgomp-4.9.1-11.fc21.x86_64
mingw64-winpthreads,mingw64-winpthreads-3.9.999-0.1.trunk.git.b08afb.20140912.fc21.noarch
mingw64-crt,mingw64-crt-3.9.999-0.1.trunk.git.b08afb.20140912.fc21.noarch
cloog-ppl-devel,1:cloog-ppl-devel-0.15.11-10.fc21.x86_64
mingw32-winpthreads,mingw32-winpthreads-3.9.999-0.1.trunk.git.b08afb.20140912.fc21.noarch
mingw32-fontconfig,mingw32-fontconfig-2.11.1-2.fc21.noarch
mingw32-freetype,mingw32-freetype-2.5.3-2.fc21.noarch
mingw64-fontconfig,mingw64-fontconfig-2.11.1-2.fc21.noarch
mingw-w64-tools,mingw-w64-tools-3.1.999-0.6.trunk.git430863.20140530.fc21.x86_64
mingw64-freetype,mingw64-freetype-2.5.3-2.fc21.noarch
mingw32-openssl,mingw32-openssl-1.0.1i-1.fc21.noarch
mingw64-openssl,mingw64-openssl-1.0.1i-1.fc21.noarch
mingw64-libidn,mingw64-libidn-1.28-3.fc21.noarch
mingw64-libssh2,mingw64-libssh2-1.4.3-3.fc21.noarch
mingw32-libidn,mingw32-libidn-1.28-3.fc21.noarch
mingw32-libssh2,mingw32-libssh2-1.4.3-3.fc21.noarch
mingw64-bzip2,mingw64-bzip2-1.0.6-5.fc21.noarch
mingw32-bzip2,mingw32-bzip2-1.0.6-5.fc21.noarch
mingw32-jasper,mingw32-jasper-1.900.1-23.fc21.noarch
mingw64-jasper,mingw64-jasper-1.900.1-23.fc21.noarch
mingw64-termcap,mingw64-termcap-1.3.1-17.fc21.noarch
mingw32-termcap,mingw32-termcap-1.3.1-17.fc21.noarch
mingw64-gnutls,mingw64-gnutls-3.3.7-1.fc21.noarch
mingw32-gnutls,mingw32-gnutls-3.3.7-1.fc21.noarch
mingw32-enchant,mingw32-enchant-1.6.0-10.fc21.noarch
mingw32-libgnurx,mingw32-libgnurx-2.5.1-16.fc21.noarch
mingw64-libgnurx,mingw64-libgnurx-2.5.1-16.fc21.noarch
mingw64-libsoup,mingw64-libsoup-2.46.0-2.fc21.noarch
mingw32-libsoup,mingw32-libsoup-2.46.0-2.fc21.noarch
mingw64-enchant,mingw64-enchant-1.6.0-10.fc21.noarch
rubygem(mkrf),rubygem-mkrf-0.2.3-12.fc21.noarch
mingw64-readline,mingw64-readline-6.2-5.fc21.noarch
mingw32-readline,mingw32-readline-6.2-5.fc21.noarch
mingw64-libgpg-error,mingw64-libgpg-error-1.12-2.fc21.noarch
mingw32-libgpg-error,mingw32-libgpg-error-1.12-2.fc21.noarch
mingw64-sqlite,mingw64-sqlite-3.8.4.3-2.fc21.noarch
mingw32-sqlite,mingw32-sqlite-3.8.4.3-2.fc21.noarch
mingw64-libjpeg-turbo,mingw64-libjpeg-turbo-1.3.1-3.fc21.noarch
mingw32-libjpeg-turbo,mingw32-libjpeg-turbo-1.3.1-3.fc21.noarch
mingw64-harfbuzz,mingw64-harfbuzz-0.9.28-2.fc21.noarch
mingw32-harfbuzz,mingw32-harfbuzz-0.9.28-2.fc21.noarch
mingw32-dbus,mingw32-dbus-1.6.12-2.fc21.noarch
mingw64-pkg-config,mingw64-pkg-config-0.28-4.fc21.x86_64
mingw32-pkg-config,mingw32-pkg-config-0.28-4.fc21.x86_64
mingw64-dbus,mingw64-dbus-1.6.12-2.fc21.noarch
mingw64-pdcurses,mingw64-pdcurses-3.4-16.fc21.noarch
mingw32-pdcurses,mingw32-pdcurses-3.4-16.fc21.noarch
mingw32-libwebp,mingw32-libwebp-0.4.0-2.fc21.noarch
mingw32-pthreads,mingw32-winpthreads-3.9.999-0.1.trunk.git.b08afb.20140912.fc21.noarch
mingw64-icu,mingw64-icu-50.1.2-4.fc21.noarch
mingw32-gstreamer1,mingw32-gstreamer1-1.3.2-2.fc21.noarch
mingw32-icu,mingw32-icu-50.1.2-4.fc21.noarch
mingw32-gstreamer1-plugins-base,mingw32-gstreamer1-plugins-base-1.3.2-2.fc21.noarch
mingw32-libxslt,mingw32-libxslt-1.1.28-4.fc21.noarch
mingw64-gstreamer1-plugins-base,mingw64-gstreamer1-plugins-base-1.3.2-2.fc21.noarch
mingw64-libxslt,mingw64-libxslt-1.1.28-4.fc21.noarch
mingw64-libwebp,mingw64-libwebp-0.4.0-2.fc21.noarch
mingw64-gstreamer1,mingw64-gstreamer1-1.3.2-2.fc21.noarch
mingw64-pthreads,mingw64-winpthreads-3.9.999-0.1.trunk.git.b08afb.20140912.fc21.noarch
abook,abook-0.6.0-0.15.20140116git5840fce.fc21.x86_64
mvn(org.picketbox:picketbox-commons),picketbox-commons-1.0.0-10.fc21.noarch
mingw64-libsigc++20,mingw64-libsigc++20-2.4.0-1.fc21.noarch
mingw32-libsigc++20,mingw32-libsigc++20-2.4.0-1.fc21.noarch
mingw32-hunspell,mingw32-hunspell-1.3.2-11.fc21.noarch
mingw64-hunspell,mingw64-hunspell-1.3.2-11.fc21.noarch
mingw64-p11-kit,mingw64-p11-kit-0.22.0-1.fc21.noarch
mingw32-p11-kit,mingw32-p11-kit-0.22.0-1.fc21.noarch
mingw64-nettle,mingw64-nettle-2.7.1-2.fc21.noarch
mingw32-nettle,mingw32-nettle-2.7.1-2.fc21.noarch
mingw64-libgcrypt,mingw64-libgcrypt-1.6.1-2.fc21.noarch
mingw32-libgcrypt,mingw32-libgcrypt-1.6.1-2.fc21.noarch
mingw64-proj,mingw64-proj-4.8.0-2.fc21.noarch
mingw32-proj,mingw32-proj-4.8.0-2.fc21.noarch
mingw32-gtkmm24,mingw32-gtkmm24-2.24.4-2.fc21.noarch
mingw32-libglade2,mingw32-libglade2-2.6.4-17.fc21.noarch
mingw32-portablexdr,mingw32-portablexdr-4.9.1-12.fc21.noarch
mingw64-portablexdr,mingw64-portablexdr-4.9.1-12.fc21.noarch
mingw32-curl,mingw32-curl-7.37.0-2.fc21.noarch
mingw64-curl,mingw64-curl-7.37.0-2.fc21.noarch
mingw64-lcms2,mingw64-lcms2-2.6-0.2.rc3.fc21.noarch
mingw32-lcms2,mingw32-lcms2-2.6-0.2.rc3.fc21.noarch
mingw64-SDL,mingw64-SDL-1.2.15-5.fc21.noarch
mingw32-SDL,mingw32-SDL-1.2.15-5.fc21.noarch
mingw64-gtkmm24,mingw64-gtkmm24-2.24.4-2.fc21.noarch
mingw64-boost,mingw64-boost-1.55.0-1.fc21.noarch
mingw32-boost,mingw32-boost-1.55.0-1.fc21.noarch
mingw32-qt,mingw32-qt-4.8.6-3.fc21.noarch
mingw64-qt,mingw64-qt-4.8.6-3.fc21.noarch
pkgconfig(lcms),lcms-devel-1.19-13.fc21.x86_64
mingw64-runtime,mingw64-crt-3.9.999-0.1.trunk.git.b08afb.20140912.fc21.noarch
mingw32-runtime,mingw32-crt-3.9.999-0.1.trunk.git.b08afb.20140912.fc21.noarch
mingw64-cpp,mingw64-cpp-4.9.1-4.fc21.x86_64
mingw32-cpp,mingw32-cpp-4.9.1-4.fc21.x86_64
mingw32-tcl,mingw32-tcl-8.6.2-1.fc21.noarch
mingw32-minizip,mingw32-minizip-1.2.8-3.fc21.noarch
mingw64-minizip,mingw64-minizip-1.2.8-3.fc21.noarch
perl(Test::Perl::Critic::Policy),perl-Test-Perl-Critic-Policy-1.122-1.fc21.noarch
xmlstreambuffer,xmlstreambuffer-1.5.1-5.fc21.noarch
maven-plugin-tools-api,maven-plugin-tools-api-3.3-1.fc21.noarch
perl(Tk::Canvas::GradientColor),perl-Tk-Canvas-GradientColor-1.06-2.fc21.noarch
jboss-common-core,jboss-common-core-2.2.22-1.fc21.noarch
woodstox-core,woodstox-core-4.2.0-5.fc21.noarch
geronimo-validation,geronimo-validation-1.1-11.fc21.noarch
jboss-jstl-1.2-api,jboss-jstl-1.2-api-1.0.3-10.fc21.noarch
python-zc-buildout,python-zc-buildout-2.2.1-4.fc21.noarch
istack-commons,istack-commons-2.17-5.fc21.noarch
glassfish-dtd-parser,glassfish-dtd-parser-1.2-0.10.20120120svn.fc21.noarch
glassfish-jaxb-api,glassfish-jaxb-api-2.2.9-6.fc21.noarch
jing,jing-20091111-16.fc21.noarch
txw2,txw2-20110809-11.fc21.noarch
stax-ex,stax-ex-1.7.1-8.fc21.noarch
glassfish-fastinfoset,glassfish-fastinfoset-1.2.12-11.fc21.noarch
jboss-transaction-1.1-api,jboss-transaction-1.1-api-1.0.1-9.fc21.noarch
axiom,axiom-1.2.12-9.fc21.noarch
perl(Language::Prolog::Types),perl-Language-Prolog-Types-0.10-7.fc21.noarch
XmlSchema,XmlSchema-1.4.7-10.fc21.noarch
jboss-connector-1.7-api,jboss-connector-1.7-api-1.0.0-2.fc21.noarch
maven-anno-plugin,maven-anno-plugin-1.4.1-7.fc20.noarch
glassfish-jaxb,glassfish-jaxb-2.2.5-5.fc20.noarch
jbossws-parent,jbossws-parent-1.1.0-8.fc21.noarch
perl(Language::Prolog::Types::Converter),perl-Language-Prolog-Types-0.10-7.fc21.noarch
perl(Language::Prolog::Types::overload),perl-Language-Prolog-Types-0.10-7.fc21.noarch
perl(Language::Prolog::Sugar),perl-Language-Prolog-Sugar-0.06-7.fc21.noarch
hibernate-jpa-2.1-api,hibernate-jpa-2.1-api-1.0.0-0.5.Draft.16.fc21.noarch
classmate,classmate-0.8.0-5.fc21.noarch
jsoup,jsoup-1.7.2-4.fc21.noarch
jaxb2-maven-plugin,jaxb2-maven-plugin-1.5-5.fc21.noarch
jboss-interceptors-1.2-api,jboss-interceptors-1.2-api-1.0.0-0.4.Alpha3.fc21.noarch
bean-validation-api,bean-validation-api-1.1.0-3.fc21.noarch
xapian-bindings-python,xapian-bindings-python-1.2.18-2.fc21.x86_64
mvn(hsqldb:hsqldb:1),hsqldb1-1.8.1.3-4.fc21.noarch
mvn(org.apache.tiles:tiles-api),tiles-2.2.2-11.fc21.noarch
mvn(org.hibernate:hibernate-validator),hibernate-validator-5.0.1-2.fc21.noarch
mvn(net.sourceforge.jexcelapi:jxl),jexcelapi-2.6.12-9.fc21.noarch
mvn(toplink.essentials:toplink-essentials),glassfish-toplink-essentials-2.0.46-8.fc21.noarch
mvn(javax.faces:jsf-api),jboss-jsf-2.1-api-2.0.2-7.fc20.noarch
mvn(org.apache.tomcat:tomcat-jsp-api),tomcat-jsp-2.2-api-7.0.54-3.fc21.noarch
mvn(org.apache.struts:struts-extras),struts-1.3.10-12.fc21.noarch
mvn(org.apache.tiles:tiles-jsp),tiles-2.2.2-11.fc21.noarch
mvn(org.hibernate:hibernate-entitymanager:3),hibernate3-entitymanager-3.6.10-15.fc21.noarch
mvn(org.hibernate:hibernate-core:3),hibernate3-3.6.10-15.fc21.noarch
mvn(org.jibx:jibx-run),jibx-1.2.5-9.fc21.x86_64
mvn(org.freemarker:freemarker),freemarker-2.3.19-9.fc21.noarch
mvn(javax.portlet:portlet-api),portlet-2.0-api-1.0-9.fc21.noarch
mvn(org.jruby.extras:bytelist),bytelist-1.0.8-9.fc21.noarch
mvn(com.jamonapi:jamon),jamonapi-2.74-4.fc21.noarch
mvn(org.apache.openjpa:openjpa-persistence),openjpa-2.2.2-7.fc21.noarch
mvn(aopalliance:aopalliance),aopalliance-1.0-9.fc21.noarch
mvn(org.apache.poi:poi),apache-poi-3.10.1-1.fc21.noarch
mvn(javax.ejb:ejb-api),geronimo-ejb-1.0-14.fc21.noarch
mvn(javax.el:el-api),glassfish-el-api-3.0.0-4.fc21.noarch
mvn(net.sf.ehcache:ehcache-core),ehcache-core-2.6.7-5.fc21.noarch
mvn(velocity-tools:velocity-tools-view),velocity-tools-2.0-9.fc21.noarch
mvn(org.apache.tiles:tiles-el),tiles-2.2.2-11.fc21.noarch
mvn(javax.servlet:jstl),jakarta-taglibs-standard-1.1.2-12.fc21.noarch
mvn(org.hibernate.javax.persistence:hibernate-jpa-2.0-api),hibernate-jpa-2.0-api-1.0.1-15.fc21.noarch
mvn(rome:rome),rome-0.9-17.fc21.noarch
mvn(com.thoughtworks.xstream:xstream),xstream-1.4.7-5.fc21.noarch
mvn(org.apache.struts:struts-core),struts-1.3.10-12.fc21.noarch
mvn(taglibs:standard),jakarta-taglibs-standard-1.1.2-12.fc21.noarch
mvn(org.quartz-scheduler:quartz-backward-compat),quartz-2.1.7-11.fc21.noarch
mvn(org.apache.xmlbeans:xmlbeans),xmlbeans-2.6.0-8.fc21.noarch
mvn(commons-pool:commons-pool),apache-commons-pool-1.6-9.fc21.noarch
mvn(org.apache.tomcat:tomcat-el-api),tomcat-el-2.2-api-7.0.54-3.fc21.noarch
mvn(org.apache.geronimo.specs:geronimo-interceptor_3.0_spec),geronimo-interceptor-1.0.1-13.fc21.noarch
mvn(c3p0:c3p0),c3p0-0.9.5-0.1.pre8.fc21.noarch
mvn(com.lowagie:itext),itext-core-2.1.7-27.fc21.noarch
mvn(org.apache.derby:derbyclient),derby-10.10.2.0-1.fc21.noarch
mvn(com.caucho:hessian),hessian-4.0.7-8.fc21.noarch
mvn(org.apache.tiles:tiles-core),tiles-2.2.2-11.fc21.noarch
mvn(jasperreports:jasperreports),jasperreports-4.0.2-10.fc21.noarch
mvn(javax.xml:jaxrpc-api),geronimo-jaxrpc-2.1-14.fc21.noarch
mvn(org.codehaus.castor:castor-xml),castor-1.3.2-14.fc21.noarch
mvn(org.jruby:jruby),jruby-1.7.2-5.fc21.noarch
mvn(org.eclipse.persistence:org.eclipse.persistence.core),eclipselink-2.4.2-6.fc21.noarch
mvn(org.apache.openjpa:openjpa-lib),openjpa-2.2.2-7.fc21.noarch
mvn(org.codehaus.jackson:jackson-mapper-asl),jackson-1.9.11-4.fc21.noarch
mvn(org.hamcrest:hamcrest-core),hamcrest-1.3-8.fc21.noarch
mvn(javax.jdo:jdo-api),jdo-api-3.1-0.5.rc1.fc21.noarch
mvn(org.apache.geronimo.specs:geronimo-jta_1.1_spec),geronimo-jta-1.1.1-17.fc21.noarch
mvn(org.apache.geronimo.specs:geronimo-validation_1.0_spec),geronimo-validation-1.1-11.fc21.noarch
mvn(org.apache.tiles:tiles-servlet),tiles-2.2.2-11.fc21.noarch
mvn(org.jboss.spec.javax.resource:jboss-connector-api_1.7_spec),jboss-connector-1.7-api-1.0.0-2.fc21.noarch
mvn(org.apache.struts:struts-tiles),struts-1.3.10-12.fc21.noarch
mvn(javax.xml.soap:saaj-api),geronimo-saaj-1.1-15.fc21.noarch
mvn(org.aspectj:aspectjweaver),aspectjweaver-1.6.12-12.fc21.noarch
jboss-jaxrpc-1.1-api,jboss-jaxrpc-1.1-api-1.0.1-8.fc21.noarch
paranamer,paranamer-2.4.1-9.fc21.noarch
jackson,jackson-1.9.11-4.fc21.noarch
mvn(io.netty:netty:3),netty3-3.6.6-4.fc21.noarch
maven-archetype-plugin,maven-archetype-plugin-2.2-5.fc21.noarch
hadoop-mapreduce,hadoop-mapreduce-2.4.1-4.fc21.noarch
maven-archetype-common,maven-archetype-common-2.2-5.fc21.noarch
hadoop-client,hadoop-client-2.4.1-4.fc21.noarch
libthrift-java,libthrift-java-0.9.1-13.fc21.1.noarch
snappy-java,snappy-java-1.0.5-2.fc21.noarch
jboss-ejb-3.1-api,jboss-ejb-3.1-api-1.0.2-11.fc21.noarch
abi-compliance-checker,abi-compliance-checker-1.99.9-2.fc21.noarch
