pkgconfig(openbabel-2.0),openbabel-devel-2.3.2-6.fc21.x86_64
redland,redland-1.0.17-3.fc21.x86_64
jline,jline-2.10-14.fc21.noarch
shtool,shtool-2.0.8-14.fc21.noarch
felix-framework,felix-framework-4.4.0-1.fc21.noarch
sugar-toolkit,sugar-toolkit-0.98.1-7.fc21.x86_64
sugar-toolkit-gtk3-devel,sugar-toolkit-gtk3-devel-0.102.0-3.fc21.x86_64
libabiword-devel,1:libabiword-devel-3.0.0-14.fc21.x86_64
python-abiword,1:python-abiword-3.0.0-14.fc21.x86_64
libqb-devel,libqb-devel-0.17.0-3.fc21.x86_64
perl(HTML::FromText),perl-HTML-FromText-2.07-2.fc21.noarch
perl(Module::Manifest),perl-Module-Manifest-1.08-13.fc21.noarch
perl(Module::Math::Depends),perl-Module-Math-Depends-0.02-16.fc21.noarch
perl(Module::Extract),perl-Module-Extract-0.01-16.fc21.noarch
rdist,1:rdist-6.1.5-59.fc21.x86_64
python-html5lib,1:python-html5lib-0.999-5.fc21.noarch
python-isodate,python-isodate-0.5.0-3.fc21.noarch
perl(Class::XSAccessor::Array),perl-Class-XSAccessor-1.19-3.fc21.x86_64
perl(Data::Section),perl-Data-Section-0.200006-2.fc21.noarch
itext-core,itext-core-2.1.7-27.fc21.noarch
jsap,jsap-2.1-5.3.fc21.noarch
vldocking,vldocking-2.1.5-8.fc21.noarch
gnudiff,gnudiff-1.15-6.fc21.noarch
htmlparser,htmlparser-1.6-15.fc21.noarch
perl(Class::Method::Modifiers),perl-Class-Method-Modifiers-2.10-2.fc21.noarch
kdebase-devel,kde-baseapps-devel-4.14.1-2.fc21.x86_64
kdebase-libs,kde-baseapps-libs-4.14.1-2.fc21.x86_64
perl(Text::Hunspell),perl-Text-Hunspell-2.08-5.fc21.x86_64
rubygem(text),rubygem-text-1.3.0-1.fc21.noarch
rubygem(test-unit-rr),rubygem-test-unit-rr-1.0.3-2.fc21.noarch
rubygem(locale),rubygem-locale-2.1.0-1.fc21.1.noarch
rubygem(test-unit-notify),rubygem-test-unit-notify-1.0.3-1.fc21.noarch
openwsman-devel,libwsman-devel-2.4.6-3.fc21.x86_64
perl(Moose::Exporter),perl-Moose-2.1005-3.fc21.x86_64
perl(Moose::Meta::TypeConstraint::Union),perl-Moose-2.1005-3.fc21.x86_64
sblim-sfcc-devel,sblim-sfcc-devel-2.2.7-3.fc21.x86_64
python-WSGIProxy2,python-WSGIProxy2-0.4.1-1.fc21.noarch
python-pyquery,python-pyquery-1.2.8-2.fc21.noarch
python-beautifulsoup4,python-beautifulsoup4-4.3.2-3.fc21.noarch
python-waitress,python-waitress-0.8.9-3.fc21.noarch
python3-beautifulsoup4,python3-beautifulsoup4-4.3.2-3.fc21.noarch
python3-pyquery,python3-pyquery-1.2.8-2.fc21.noarch
python3-WSGIProxy2,python3-WSGIProxy2-0.4.1-1.fc21.noarch
python3-webob,python3-webob-1.2.3-11.fc21.noarch
python3-waitress,python3-waitress-0.8.9-3.fc21.noarch
python3-paste-deploy,python3-paste-deploy-1.5.2-3.fc21.noarch
libbabeltrace-devel,libbabeltrace-devel-1.2.1-3.fc21.x86_64
perl(Sys::SigAction),perl-Sys-SigAction-0.20-2.fc21.noarch
python3-scipy,python3-scipy-0.14.0-5.fc21.x86_64
python3-mpmath,python3-mpmath-0.19-1.fc21.noarch
python3-gmpy2,python3-gmpy2-2.0.3-2.fc21.x86_64
python-mpmath,python-mpmath-0.19-1.fc21.noarch
tex-dvipng,4:texlive-dvipng-svn29821.1.14-1.1.fc21.noarch
scipy,scipy-0.14.0-5.fc21.x86_64
python-gmpy2,python-gmpy2-2.0.3-2.fc21.x86_64
source-highlight-qt-devel,source-highlight-qt-devel-0.2.3-9.fc21.x86_64
avahi-compat-libdns_sd-devel,avahi-compat-libdns_sd-devel-0.6.31-29.fc21.x86_64
libxmp-devel,libxmp-devel-4.2.7-3.fc21.x86_64
perl(Pod::Functions),4:perl-5.18.4-304.fc21.x86_64
perl(Devel::Refactor),perl-Devel-Refactor-0.05-14.fc21.noarch
perl(Wx::STC),perl-Wx-0.9922-3.fc21.x86_64
perl(Pod::Simple::XHTML),1:perl-Pod-Simple-3.28-293.fc21.noarch
perl(Wx::Html),perl-Wx-0.9922-3.fc21.x86_64
perl(Wx::Perl::ProcessStream),perl-Wx-Perl-ProcessStream-0.32-6.fc21.noarch
perl(Text::FindIndent),perl-Text-FindIndent-0.10-10.fc21.noarch
perl(PPI::Transform),perl-PPI-1.218-1.fc21.noarch
perl(Debug::Client),perl-Debug-Client-0.29-2.fc21.noarch
perl(Format::Human::Bytes),perl-Format-Human-Bytes-0.06-11.fc21.noarch
perl(PPIx::EditorTools),perl-PPIx-EditorTools-0.19-1.fc21.noarch
perl(Wx::Frame),perl-Wx-0.9922-3.fc21.x86_64
perl(Wx::AUI),perl-Wx-0.9922-3.fc21.x86_64
perl(Wx::DND),perl-Wx-0.9922-3.fc21.x86_64
perl(ORLite),perl-ORLite-1.98-5.fc21.noarch
perl(Parse::ExuberantCTags),perl-Parse-ExuberantCTags-1.02-13.fc21.x86_64
perl(Wx::App),perl-Wx-0.9922-3.fc21.x86_64
perl(Pod::Abstract),perl-Pod-Abstract-0.20-11.fc21.noarch
perl(Wx::RichText),perl-Wx-0.9922-3.fc21.x86_64
perl(Wx::Print),perl-Wx-0.9922-3.fc21.x86_64
perl(Class::Adapter),perl-Class-Adapter-1.08-9.fc21.noarch
perl(Pod::Perldoc::ToPod),perl-Pod-Perldoc-3.23-2.fc21.noarch
perl(POD2::Base),perl-POD2-Base-0.043-10.fc21.noarch
perl(Parse::ErrorString::Perl),perl-Parse-ErrorString-Perl-0.20-2.fc21.noarch
perl(Wx::Locale),perl-Wx-0.9922-3.fc21.x86_64
perl(Template::Tiny),perl-Template-Tiny-1.12-8.fc21.noarch
alsa-utils,alsa-utils-1.0.28-2.fc21.x86_64
PyKDE4-devel,pykde4-devel-4.14.1-1.fc21.x86_64
perl(RPC::XML),perl-RPC-XML-0.78-2.fc21.noarch
gupnp-av-devel,gupnp-av-devel-0.12.6-5.fc21.x86_64
icedtea-web,icedtea-web-1.5.1-1.fc21.x86_64
jspecview,jspecview-2-9.1649svn.fc21.noarch
naga,naga-3.0-5.82svn.fc21.noarch
ruby-irb,ruby-irb-2.1.2-23.fc21.noarch
rubygem-rake,rubygem-rake-10.1.0-23.fc21.noarch
vnc,tigervnc-1.3.1-11.fc21.x86_64
libappindicator-sharp-devel,libappindicator-sharp-devel-12.10.0-6.fc21.x86_64
gnome-terminal,gnome-terminal-3.14.0-1.fc21.x86_64
rdesktop,rdesktop-1.8.2-3.fc21.x86_64
gnome-desktop-sharp,gnome-desktop-sharp-2.26.0-23.fc21.x86_64
rubygem(arrayfields),rubygem-arrayfields-4.7.4-10.fc21.noarch
rubygem(chronic),rubygem-chronic-0.10.2-1.fc21.noarch
rubygem(fattr),rubygem-fattr-2.2.2-1.fc21.noarch
rubygem(map),rubygem-map-6.5.3-1.fc21.noarch
perl(CGI::Fast),perl-CGI-Fast-2.02-1.fc21.noarch
perl(SNMP_Session),perl-SNMP_Session-1.13-8.fc21.noarch
perl(SNMP_util),perl-SNMP_Session-1.13-8.fc21.noarch
perl(Config::Grammar),perl-Config-Grammar-1.10-15.fc21.noarch
perl(Moose::Util::MetaRole),perl-Moose-2.1005-3.fc21.x86_64
perl(Sub::Exporter::Progressive),perl-Sub-Exporter-Progressive-0.001011-2.fc21.noarch
perl(TAP::Parser),perl-Test-Harness-3.33-1.fc21.noarch
perl(Sysadm::Install),perl-Sysadm-Install-0.44-2.fc21.noarch
perl(Any::Moose),perl-Any-Moose-0.21-6.fc21.noarch
lazarus,lazarus-1.2-4.fc21.x86_64
djvulibre,djvulibre-3.5.25.3-14.fc21.x86_64
pstreams-devel,pstreams-devel-0.7.0-7.fc21.noarch
libprojectM-qt-devel,libprojectM-qt-devel-2.0.1-10.fc21.x86_64
libccp4-devel,libccp4-devel-6.3.1-7.fc21.x86_64
mmdb-devel,mmdb-devel-1.25-4.fc21.x86_64
perl(Catalyst::ClassData),perl-Catalyst-Runtime-5.90019-5.fc21.noarch
perl(Cache::FastMmap),perl-Cache-FastMmap-1.40-8.fc21.x86_64
perl(IO::TieCombine),perl-IO-TieCombine-1.004-2.fc21.noarch
qtsoap-devel,qtsoap-devel-2.7-9.fc21.x86_64
libdmtx-devel,libdmtx-devel-0.7.2-15.fc21.x86_64
python-oauth2,python-oauth2-1.5.211-7.fc21.noarch
perl(Test::File::Contents),perl-Test-File-Contents-0.21-2.fc21.noarch
python-transaction,python-transaction-1.4.3-1.fc21.noarch
python3-zope-interface,python3-zope-interface-4.1.1-1.fc21.x86_64
python-zope-testing,python-zope-testing-4.1.3-1.fc21.noarch
python3-zope-testing,python3-zope-testing-4.1.3-1.fc21.noarch
perl(PAR),perl-PAR-1.007-5.fc21.noarch
perl(HTML::Tiny),perl-HTML-Tiny-1.05-16.fc21.noarch
perl(asa),perl-asa-1.03-9.fc21.noarch
perl(Module::Util),perl-Module-Util-1.09-4.fc21.noarch
perl(boolean),perl-boolean-0.30-4.fc21.noarch
perl(Test::MockTime),perl-Test-MockTime-0.13-1.fc21.noarch
perl(Sub::Override),perl-Sub-Override-0.09-5.fc21.noarch
eclipse-manpage,eclipse-manpage-3.1.0-2.fc21.noarch
eclipse-dltk,eclipse-dltk-5.1.0-2.fc21.noarch
rubygem(bacon),rubygem-bacon-1.1.0-11.fc21.noarch
rubygem(memcache-client),rubygem-memcache-client-1.8.5-10.fc21.noarch
perl(Test::Version),perl-Test-Version-1.003001-1.fc21.noarch
perl(Variable::Magic),perl-Variable-Magic-0.53-3.fc21.x86_64
perl(Test::Mojibake),perl-Test-Mojibake-1.0-2.fc21.noarch
perl(Mouse),perl-Mouse-1.11-3.fc21.x86_64
perl(App::Cmd::Command),perl-App-Cmd-0.323-2.fc21.noarch
perl(App::Cmd),perl-App-Cmd-0.323-2.fc21.noarch
perl(MouseX::Getopt),perl-MouseX-Getopt-0.35-4.fc21.noarch
perl(Moose::Object),perl-Moose-2.1005-3.fc21.x86_64
perl(MooseX::Types::Path::Tiny),perl-MooseX-Types-Path-Tiny-0.010-3.fc21.noarch
perl(MooseX::Types::Moose),perl-MooseX-Types-0.44-1.fc21.noarch
perl(B::PerlReq),perl-rpm-build-perl-0.82-6.fc21.x86_64
perl(PerlReq::Utils),perl-rpm-build-perl-0.82-6.fc21.x86_64
kdepim-devel,7:kdepim-devel-4.14.1-1.fc21.x86_64
kdenetwork-devel,7:kdenetwork-devel-4.14.1-1.fc21.noarch
thunar-vfs-devel,thunar-vfs-devel-1.2.0-14.fc21.x86_64
libfprint-devel,libfprint-devel-0.5.1-4.fc21.x86_64
perl(Class::MOP::Method),perl-Moose-2.1005-3.fc21.x86_64
perl(DateTime::Format::Natural),perl-DateTime-Format-Natural-1.01-5.fc21.noarch
perl(HTML::TokeParser::Simple),perl-HTML-TokeParser-Simple-3.16-3.fc21.noarch
perl(MooseX::Attribute::Chained),perl-MooseX-Attribute-Chained-1.0.1-7.fc21.noarch
perl(MooseX::SetOnce),perl-MooseX-SetOnce-0.200001-8.fc21.noarch
perl(Data::Visitor::Callback),perl-Data-Visitor-0.30-2.fc21.noarch
perl(Path::Class::File),perl-Path-Class-0.35-1.fc21.noarch
perl(Test::Aggregate::Nested),perl-Test-Aggregate-0.371-3.fc21.noarch
perl(MooseX::Aliases),perl-MooseX-Aliases-0.11-2.fc21.noarch
perl(Number::Format),perl-Number-Format-1.73-13.fc21.noarch
perl(Hash::Flatten),perl-Hash-Flatten-1.19-11.fc21.noarch
perl(URI::FromHash),perl-URI-FromHash-0.04-4.fc21.noarch
perl(Term::Size),perl-Term-Size-0.207-8.fc21.x86_64
perl(Check::ISA),perl-Check-ISA-0.04-17.fc21.noarch
perl(Sort::Naturally),perl-Sort-Naturally-1.03-8.fc21.noarch
perl(B::Utils),perl-B-Utils-0.21-8.fc21.x86_64
mvn(org.kohsuke.metainf-services:metainf-services),metainf-services-1.5-4.fc21.noarch
mvn(org.mockito:mockito-core),mockito-1.9.0-18.fc21.noarch
pkgconfig(avahi-compat-libdns_sd),avahi-compat-libdns_sd-devel-0.6.31-29.fc21.x86_64
perl-ExtUtils-ParseXS,1:perl-ExtUtils-ParseXS-3.24-2.fc21.noarch
poppler-cpp-devel,poppler-cpp-devel-0.26.2-3.fc21.x86_64
perl(BDB),perl-BDB-1.90-8.fc21.x86_64
perl(Catalyst::Action),perl-Catalyst-Runtime-5.90019-5.fc21.noarch
perl(Regexp::Assemble),perl-Regexp-Assemble-0.35-9.fc21.noarch
perl(HTML::FormFu::MultiForm),perl-HTML-FormFu-MultiForm-1.00-2.fc21.noarch
perl(Catalyst::View::TT),perl-Catalyst-View-TT-0.41-4.fc21.noarch
perl(HTML::FormFu::Deploy),perl-HTML-FormFu-2.01-2.fc21.noarch
perl(HTML::FormFu::Util),perl-HTML-FormFu-2.01-2.fc21.noarch
perl(HTML::FormFu),perl-HTML-FormFu-2.01-2.fc21.noarch
perl(Catalyst::Plugin::Session::Store::File),perl-Catalyst-Plugin-Session-Store-File-0.18-14.fc21.noarch
perl(Catalyst::Controller),perl-Catalyst-Runtime-5.90019-5.fc21.noarch
perl(Module::Install::Metadata),perl-Module-Install-1.06-7.fc21.noarch
perl(Data::TreeDumper),perl-Data-TreeDumper-0.40-7.fc21.noarch
laf-plugin,laf-plugin-1.0-13.fc21.noarch
gflags-devel,gflags-devel-2.1.1-6.fc21.x86_64
perl(BerkeleyDB),perl-BerkeleyDB-0.54-3.fc21.x86_64
pkgconfig(stoken),stoken-devel-0.8-2.git.ba44603.fc21.x86_64
pkgconfig(liboath),liboath-devel-2.4.1-5.fc21.x86_64
pkgconfig(libproxy-1.0),libproxy-devel-0.4.11-10.fc21.x86_64
pkgconfig(openconnect),openconnect-devel-6.00-2.fc21.x86_64
jcip-annotations,jcip-annotations-1-13.20060626.fc21.noarch
luarocks,luarocks-2.1.2-1.fc21.noarch
perl(Set::Object),perl-Set-Object-1.31-4.fc21.x86_64
libpcapnav-devel,libpcapnav-devel-0.8-11.fc21.x86_64
perl(Class::Std),perl-Class-Std-0.011-2.fc21.noarch
perl(Hardware::Vhdl::Lexer),perl-Hardware-Vhdl-Lexer-1.00-17.fc21.noarch
xmms2-devel,xmms2-devel-0.8-20.fc21.x86_64
texlive-dvipng,4:texlive-dvipng-svn29821.1.14-1.1.fc21.noarch
DSDP-devel,DSDP-devel-5.8-11.fc21.x86_64
tex(tex4ht.sty),4:texlive-tex4ht-svn33024.0-1.1.fc21.noarch
libgc-devel,gc-devel-7.4.2-2.fc21.x86_64
pnglite-devel,pnglite-devel-0.1.17-1.fc21.10.x86_64
bam,bam-0.4.0-8.fc21.x86_64
gupnp-igd-devel,gupnp-igd-devel-0.2.3-4.fc21.x86_64
perl(Test::Strict),perl-Test-Strict-0.24-1.fc21.noarch
perl(Test::Block),perl-Test-Block-0.13-7.fc21.noarch
/usr/bin/dvipdf,ghostscript-9.14-7.fc21.x86_64
docbook-dtd42-xml,docbook-dtds-1.0-63.fc21.noarch
tex(mlnames.sty),4:texlive-passivetex-svn15878.0-1.1.fc21.noarch
pkgconfig(libwpd-0.10),libwpd-devel-0.10.0-3.fc21.x86_64
pfstools-devel,pfstools-devel-1.8.5-18.fc21.x86_64
perl(Catalyst::Plugin::Authorization::Roles),perl-Catalyst-Plugin-Authorization-Roles-0.09-9.fc21.noarch
perl(Catalyst::Model::DBIC::Schema),perl-Catalyst-Model-DBIC-Schema-0.61-3.fc21.noarch
perl(Tree::Simple::Visitor::GetAllDescendents),perl-Tree-Simple-VisitorFactory-0.10-17.fc21.noarch
perl(Class::Throwable),perl-Class-Throwable-0.11-5.fc21.noarch
libaesgm-devel,libaesgm-devel-20090429-10.fc21.x86_64
perl(Directory::Scratch::Structured),perl-Directory-Scratch-Structured-0.04-16.fc21.noarch
perl(Test::Dependencies),perl-Test-Dependencies-0.12-9.fc21.noarch
perl(Test::HTTP::Server::Simple),perl-Test-HTTP-Server-Simple-0.11-13.fc21.noarch
jemmy,jemmy-2.3.0.0-11.fc21.noarch
antlr3-java,1:antlr3-java-3.5.2-2.fc21.noarch
javahelp2,javahelp2-2.0.05-16.fc21.noarch
felix-osgi-compendium,felix-osgi-compendium-1.4.0-20.fc21.noarch
felix-main,felix-main-4.4.0-1.fc21.noarch
bindex,bindex-2.2-11.svn96.fc21.noarch
perl(DateTime::Format::Flexible),perl-DateTime-Format-Flexible-0.26-2.fc21.noarch
perl(DateTime::Format::ICal),perl-DateTime-Format-ICal-0.09-16.fc21.noarch
perl(Moose::Meta::Role),perl-Moose-2.1005-3.fc21.x86_64
perl(Time::Duration),perl-Time-Duration-1.06-18.fc21.noarch
boost-python-devel,boost-devel-1.55.0-3.fc21.x86_64
python(abi),python-2.7.8-4.1.fc21.x86_64
polkit-gnome,polkit-gnome-0.105-7.fc21.x86_64
ruby(rubygems),rubygems-2.2.2-101.fc21.noarch
rubygem(net-http-digest_auth),rubygem-net-http-digest_auth-1.4-2.fc21.noarch
rubygem(nokogiri),rubygem-nokogiri-1.6.3.1-1.fc21.2.x86_64
rubygem(http-cookie),rubygem-http-cookie-1.0.2-3.fc21.noarch
rubygem(minitest4),rubygem-minitest4-4.7.0-4.fc21.noarch
rubygem(webrobots),rubygem-webrobots-0.1.1-3.fc21.noarch
rubygem(net-http-persistent),rubygem-net-http-persistent-2.9.4-3.fc21.noarch
rubygem(domain_name),rubygem-domain_name-0.5.21-1.fc21.noarch
rubygem(mime-types),rubygem-mime-types-1.25.1-1.fc21.noarch
xgridfit,xgridfit-2.2-11.a.20100725cvs.fc21.noarch
perl(MooseX::AttributeHelpers),perl-MooseX-AttributeHelpers-0.23-12.fc21.noarch
pkgconfig(qwt5-qt4),qwt5-qt4-devel-5.2.2-26.fc21.x86_64
perl(Moose::Meta::Role::Attribute),perl-Moose-2.1005-3.fc21.x86_64
perl(Mail::POP3Client),perl-Mail-POP3Client-2.19-2.fc21.noarch
mvn(org.apache.maven.shared:maven-shared-components:pom:),maven-shared-20-3.fc21.noarch
mvn(org.znerd:znerd-oss-parent:pom:),znerd-oss-parent-3-9.fc21.noarch
perl(Test::Unit::Lite),1:perl-Test-Unit-Lite-0.12-19.fc21.noarch
perl(Symbol::Util),perl-Symbol-Util-0.0203-7.fc21.noarch
avahi-sharp,avahi-sharp-0.6.31-29.fc21.x86_64
perl(Data::TreeDumper::Renderer::GTK),perl-Data-TreeDumper-Renderer-GTK-0.02-20.fc21.noarch
perl(Eval::Context),perl-Eval-Context-0.09.11-7.fc21.noarch
perl(Compress::Bzip2),perl-Compress-Bzip2-2.18-2.fc21.x86_64
libfli-devel,libfli-devel-1.7-13.fc21.x86_64
libnova-devel,libnova-devel-0.15.0-4.fc21.x86_64
perl(MooseX::Declare),perl-MooseX-Declare-0.35-8.fc21.noarch
rubygem(rake-compiler),rubygem-rake-compiler-0.9.3-1.fc21.noarch
ragel,ragel-6.8-3.fc21.x86_64
mythes-devel,mythes-devel-1.2.4-1.fc21.x86_64
qtsinglecoreapplication-devel,qtsinglecoreapplication-devel-2.6.1-11.fc21.x86_64
rb_libtorrent-devel,rb_libtorrent-devel-1.0.2-1.fc21.x86_64
ghc-HTTP-devel,ghc-HTTP-devel-4000.2.8-34.fc21.x86_64
perl(Lingua::Stem::Snowball),perl-Lingua-Stem-Snowball-0.952-18.fc21.x86_64
perl(Lingua::StopWords),perl-Lingua-StopWords-0.09-17.fc21.noarch
perl(Tie::RefHash::Weak),perl-Tie-RefHash-Weak-0.09-16.fc21.noarch
perl(Test::Signature),perl-Test-Signature-1.10-17.fc21.noarch
perl(Exception::Base),perl-Exception-Base-0.2500-4.fc21.noarch
perl(constant::boolean),perl-constant-boolean-0.02-12.fc21.noarch
eclipse-emf,eclipse-emf-2.10.1-1.fc21.noarch
ppl-devel,ppl-devel-1.1-6.fc21.x86_64
perl(Module::CPANTS::Analyse),perl-Module-CPANTS-Analyse-0.92-2.fc21.noarch
irssi-devel,irssi-devel-0.8.16-2.fc21.x86_64
texlive-scheme-basic,4:texlive-scheme-basic-svn25923.0-1.1.20140525_r34255.fc21.noarch
tse3-devel,tse3-devel-0.3.1-14.fc21.x86_64
gnuplot-py,gnuplot-py-1.8-15.fc21.noarch
libindi-static,libindi-static-0.9.9-1.fc21.x86_64
libindi-devel,libindi-devel-0.9.9-1.fc21.x86_64
libapogee-devel,libapogee-devel-2.2-14.fc21.x86_64
perl(Net::DBus),perl-Net-DBus-1.0.0-9.fc21.x86_64
perl(AnyEvent::Util),perl-AnyEvent-7.07-4.fc21.x86_64
/usr/bin/bdftopcf,1:xorg-x11-font-utils-7.5-21.fc21.x86_64
/usr/bin/mkfontdir,1:xorg-x11-font-utils-7.5-21.fc21.x86_64
perl(Gnome2::VFS),perl-Gnome2-VFS-1.082-3.fc21.x86_64
perl(Glib::GenPod),perl-Glib-1.305-2.fc21.x86_64
libfreenect-devel,libfreenect-devel-0.5.0-1.fc21.x86_64
pcl-devel,pcl-devel-1.7.1-5.fc21.x86_64
tbb-devel,tbb-devel-4.1-9.20130314.fc21.x86_64
gnutls-utils,gnutls-utils-3.3.8-2.fc21.x86_64
python-suds,python-suds-0.4.1-7.fc21.noarch
php-channel(components.ez.no),php-channel-ezc-1-8.fc21.noarch
perl(Bit::Vector::Overload),perl-Bit-Vector-7.3-5.fc21.x86_64
perl(Verilog::Language),perl-Verilog-Perl-3.401-4.fc21.x86_64
perl(URI::Find),perl-URI-Find-20140702-1.fc21.noarch
skinlf,skinlf-6.7-18.cvs20091205.fc21.noarch
pkgconfig(libmapi),openchange-devel-2.1-3.fc21.x86_64
pkgconfig(libedata-cal-1.2),evolution-data-server-devel-3.12.6-1.fc21.x86_64
pkgconfig(evolution-data-server-1.2),evolution-data-server-devel-3.12.6-1.fc21.x86_64
pkgconfig(libemail-engine),evolution-devel-3.12.6-1.fc21.x86_64
pkgconfig(libedata-book-1.2),evolution-data-server-devel-3.12.6-1.fc21.x86_64
pkgconfig(evolution-mail-3.0),evolution-devel-3.12.6-1.fc21.x86_64
pkgconfig(evolution-shell-3.0),evolution-devel-3.12.6-1.fc21.x86_64
samba-pidl,2:samba-pidl-4.1.12-5.fc21.noarch
samba-common,2:samba-common-4.1.12-5.fc21.x86_64
samba-devel,2:samba-devel-4.1.12-5.fc21.x86_64
samba-libs,2:samba-libs-4.1.12-5.fc21.x86_64
perl(AnyEvent::Handle),perl-AnyEvent-7.07-4.fc21.x86_64
perl(XML::Parser::Expat),perl-XML-Parser-2.41-13.fc21.x86_64
perl(AnyEvent::Socket),perl-AnyEvent-7.07-4.fc21.x86_64
perl(Object::Event),perl-Object-Event-1.23-8.fc21.noarch
perl(Authen::SASL),perl-Authen-SASL-2.16-3.fc21.noarch
perl(Email::Send),perl-Email-Send-2.199-3.fc21.noarch
perl(ok),perl-Test-use-ok-0.11-5.fc21.noarch
perl(Perl6::Junction),perl-Perl6-Junction-1.60000-2.fc21.noarch
perl(local::lib),perl-local-lib-1.008010-5.fc21.noarch
perl(FCGI::ProcManager),perl-FCGI-ProcManager-0.24-7.fc21.noarch
perl(CatalystX::REPL),perl-CatalystX-REPL-0.04-9.fc21.noarch
perl(Catalyst::ActionRole::ACL),perl-Catalyst-ActionRole-ACL-0.07-5.fc21.noarch
perl(Catalyst::Plugin::I18N),perl-Catalyst-Plugin-I18N-0.10-12.fc21.noarch
perl(Catalyst::Plugin::Session::Store::DBIC),perl-Catalyst-Plugin-Session-Store-DBIC-0.14-2.fc21.noarch
perl(CatalystX::SimpleLogin),perl-CatalystX-SimpleLogin-0.18-5.fc21.noarch
perl(CatalystX::Profile),perl-CatalystX-Profile-0.02-8.fc21.noarch
perl(CatalystX::LeakChecker),perl-CatalystX-LeakChecker-0.06-13.fc21.noarch
perl(Catalyst::Authentication::Credential::HTTP),perl-Catalyst-Authentication-Credential-HTTP-1.015-6.fc21.noarch
perl(Catalyst::View::Email),perl-Catalyst-View-Email-0.33-3.fc21.noarch
perl(Catalyst::Model::Adaptor),perl-Catalyst-Model-Adaptor-0.10-8.fc21.noarch
perl(Catalyst::Plugin::Unicode::Encoding),perl-Catalyst-Plugin-Unicode-Encoding-1.8-5.fc21.noarch
perl(Catalyst::Manual),1:perl-Catalyst-Manual-5.9006-5.fc21.noarch
perl(Catalyst::Authentication::Store::DBIx::Class),perl-Catalyst-Authentication-Store-DBIx-Class-0.1505-2.fc21.noarch
perl(Catalyst::Controller::ActionRole),perl-Catalyst-Controller-ActionRole-0.15-11.fc21.noarch
perl(Catalyst::Plugin::StackTrace),perl-Catalyst-Plugin-StackTrace-0.10-14.fc21.noarch
perl(Catalyst::Action::REST),perl-Catalyst-Action-REST-1.11-2.fc21.noarch
erlang-erts,erlang-erts-17.2.2-1.fc21.x86_64
erlang-os_mon,erlang-os_mon-17.2.2-1.fc21.x86_64
erlang-mochiweb,erlang-mochiweb-2.4.2-5.fc21.x86_64
autoconf-archive,autoconf-archive-2014.02.28-1.fc21.noarch
erlang-oauth,erlang-oauth-1.4.0-3.fc21.x86_64
erlang-ibrowse,erlang-ibrowse-4.0.1-1.fc21.x86_64
erlang-snappy,erlang-snappy-1.0.3-0.9.git80db168.fc21.x86_64
ghc-cpphs-devel,ghc-cpphs-devel-1.16-7.fc21.x86_64
libreport-python3,libreport-python3-2.2.3-5.fc21.x86_64
libreport-web-devel,libreport-web-devel-2.2.3-5.fc21.x86_64
libreport-gtk-devel,libreport-gtk-devel-2.2.3-5.fc21.x86_64
libreport-devel,libreport-devel-2.2.3-5.fc21.x86_64
systemd-python,systemd-python-215-19.fc21.x86_64
satyr-devel,satyr-devel-0.14-3.fc21.x86_64
systemd-python3,systemd-python3-215-19.fc21.x86_64
xorg-x11-server-source,xorg-x11-server-source-1.16.1-1.fc21.noarch
ghc-data-default-devel,ghc-data-default-devel-0.5.1-5.fc21.x86_64
gcc-powerpc64-linux-gnu,gcc-powerpc64-linux-gnu-4.9.1-1.fc21.1.x86_64
gcc-sparc64-linux-gnu,gcc-sparc64-linux-gnu-4.9.1-1.fc21.1.x86_64
fcode-utils,fcode-utils-1.0.2-11.fc21.x86_64
cryptominisat-devel,cryptominisat-devel-2.9.9-3.fc21.x86_64
libint-devel,libint-devel-1.1.6-4.fc21.x86_64
tex-cm-lgc,4:texlive-cm-lgc-svn28250.0.5-1.1.fc21.noarch
texlive-metapost-bin,4:texlive-metapost-bin-svn30845.0-1.1.20140525_r34255.fc21.x86_64
texlive-mf2pt1-bin,4:texlive-mf2pt1-bin-svn23406.0-1.1.20140525_r34255.fc21.noarch
libini_config-devel,libini_config-devel-1.1.0-24.fc21.x86_64
libcollection-devel,libcollection-devel-0.6.2-24.fc21.x86_64
libdhash-devel,libdhash-devel-0.4.3-24.fc21.x86_64
cifs-utils-devel,cifs-utils-devel-6.4-2.fc21.x86_64
samba4-devel,2:samba-devel-4.1.12-5.fc21.x86_64
selinux-policy-targeted,selinux-policy-targeted-3.13.1-85.fc21.noarch
dbus-libs,1:dbus-libs-1.8.6-3.fc21.x86_64
libcmocka-devel,libcmocka-devel-0.4.1-3.fc21.x86_64
diffstat,diffstat-1.59-2.fc21.x86_64
ant-findbugs,ant-findbugs-3.0.0-3.fc21.noarch
findbugs,findbugs-3.0.0-3.fc21.noarch
jsr-305,jsr-305-0-0.17.20130910svn.fc21.noarch
findbugs-bcel,findbugs-bcel-6.0-0.1.20140707svn1547656.fc21.noarch
jFormatString,jFormatString-0-0.18.20131227git.fc21.noarch
tex(epigraph.sty),4:texlive-epigraph-svn15878.1.5c-1.1.fc21.noarch
tex(xy.sty),4:texlive-xypic-svn31859.3.8.9-1.1.fc21.noarch
